Row Labels, 1/22/2020, 1/23/2020, 1/24/2020, 1/25/2020, 1/26/2020, 1/27/2020, 1/28/2020, 1/29/2020, 1/30/2020, 1/31/2020, 2/1/2020, 2/2/2020, 2/3/2020, 2/4/2020, 2/5/2020, 2/6/2020, 2/7/2020, 2/8/2020, 2/9/2020, 2/10/2020, 2/11/2020, 2/12/2020, 2/13/2020, 2/14/2020, 2/15/2020, 2/16/2020, 2/17/2020, 2/18/2020, 2/19/2020, 2/20/2020, 2/21/2020, 2/22/2020, 2/23/2020, 2/24/2020, 2/25/2020, 2/26/2020, 2/27/2020, 2/28/2020, 2/29/2020, 3/1/2020, 3/2/2020, 3/3/2020, 3/4/2020, 3/5/2020, 3/6/2020, 3/7/2020, 3/8/2020, 3/9/2020, 3/10/2020, 3/11/2020, 3/12/2020, 3/13/2020, 3/14/2020, 3/15/2020, 3/16/2020, 3/17/2020, 3/18/2020, 3/19/2020, 3/20/2020, 3/21/2020, 3/22/2020, 3/23/2020, 3/24/2020, 3/25/2020, 3/26/2020, 3/27/2020, 3/28/2020, 3/29/2020, 3/30/2020, 3/31/2020, 4/1/2020, 4/2/2020, 4/3/2020, 4/4/2020, 4/5/2020, 4/6/2020,country,continent
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.6,1,1.2,1.2,0.8,1.2,1,0.8,0.8,1,0.6,0.4,0.8,1.6,1.4,4,5.2,7,7.6,9.2,9.8,13.4,15.8,29.8,37.8,46.8,55.4,62.8,57.8,66.4,68.4,66.2,69.6,74.4,75.4,70.8,73.2,67.2,63,Croatia,Europe
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8,0.8,0.8,0.8,0.4,0.6,1.4,2.4,3.4,6,6.6,7.4,8.2,9.2,9,15.8,18.2,22.6,23.8,26.4,22.8,26,23.6,26.8,Cuba,North America
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,1.2,1.2,2.8,4.8,4.6,5.4,8,7,8.2,8.2,10.2,9.8,13.4,11.4,13,12.4,13.4,12.6,18,19.6,23.2,31.6,35.4,36.4,39.2,36.8,Cyprus,Europe
Czechia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,1,1.6,2.4,3,3.2,5.2,4.6,5.8,14.6,15,22,31.6,42.4,41.4,60.4,64.6,101,116,139.4,144.8,154.4,140,164.2,186,231.8,279,284.6,269.4,276.6,245.8,245.4,254.8,294.2,255.8,Czechia,Europe
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,0.8,1,2,1.5999999999999999,4,4,6.2,16.2,50.6,84,118.60000000000001,153.39999999999998,148.8,122.2,97.80000000000001,81.60000000000001,62.400000000000006,77.8,92.4,97.4,97.8,91.19999999999999,98.6,105,120.60000000000001,137.2,158.79999999999998,169.20000000000002,178.6,203.2,218,241.4,276.4,302.8,304.40000000000003,Denmark,Europe
Diamond Princess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,12.2,12.8,27,27,22.8,22.8,30.8,30,44,55.8,73.4,80.6,69.8,55.8,36,29.8,14,11.4,14.2,14.2,2.8,2.8,2.8,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diamond Princess,Other
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,2,2,2.2,2.2,3,1.4,3.8,4.2,5.2,6.2,6.4,5.8,Djibouti,Africa
Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.4,1.4,2.2,2,1.8,1.8,0.8,0.2,0.2,0.2,0.2,0.6,0.4,Dominica,North America
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.6,0.6,0,1.2,1.2,1.2,3.2,3.2,4.6,12.2,20.2,36.2,44.8,55.6,64,75.2,75.8,94.8,109.4,101.8,124.2,140.6,132.2,125.8,117.4,127.2,Dominican Republic,North America
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,1.4,2,2.6,1.4,1.4,1.4,1,0.4,0.8,0.8,0.6,2.6,2.6,4,8.2,18.8,34.2,67.8,93.8,146.2,174,176.6,161.2,179.4,161.2,168.4,168.4,157.8,167.4,230.6,268,288.8,300.6,281.2,Ecuador,South America
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.4,2.6,2.6,9.4,10.6,11.2,9,10.4,6.2,10.8,10.2,18,25.8,23.2,29.4,35,28.8,26.2,34,29.2,34.2,40.2,41.8,42,41.4,40,43,48.6,57.8,75.2,82.8,92.6,Egypt,Africa
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.6,0.6,0.8,1.6,2,2,3.2,3.8,4.2,3.8,3.8,4.4,4.4,5.2,6,El Salvador,North America
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.8,1.2,1,1,1,1,0.6,0.6,1.2,1.2,0.6,0.6,0.6,0,0.6,0.6,0.8,0.8,0.8,Equatorial Guinea,Africa
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.8,1,1,1,2.2,1.6,1.8,1.8,3.2,2,3.4,2.8,Eritrea,Africa
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.8,1.8,1.6,1.6,1.8,1.2,1.2,13.8,21,31.8,37.8,41.8,35.8,30.4,22.4,20.2,20.2,18.8,20.4,24.2,46.4,49.8,58.6,62,62.2,41.4,40.8,42.6,56.4,64.8,70.4,Estonia,Europe
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0.6,0.6,0.6,0.6,1,1,1,1,1,0.6,0,0,0,0,0,Eswatini,Africa
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,1,1,1,1,1.6,0.8,1.2,1,1.2,0.6,0.6,1,1,1.8,2.2,2.8,2.6,2.6,2.8,3,3.4,Ethiopia,Africa
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.6,0.6,0.8,0.8,0.6,0.4,0.2,0,0,0,0.4,0.4,1.4,1.4,Fiji,Oceania
Finland,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,0.8,0.8,0.8,1.8,1.8,1.8,3.4,4.8,5.6,8.8,8.8,26.4,39,40.8,43.6,52.4,36.2,35,41.2,49.2,61,72.8,78.4,86,87,83,93.4,89.6,94.4,92,81,70.2,75,106,101.8,Finland,Europe
France,0,0,2,1,0,0.6,0.6,0.8,0.6,0.4,0.4,0.6,0.4,0.2,0.2,0.2,0,0,1,1,1,1,1,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.4,1.2,5.2,9,17.6,23.2,34.6,33.2,46.2,56,105.19999999999999,153.6,186.4,186.20000000000002,282.79999999999995,327.40000000000003,266.79999999999995,509,655.4,547.6,878,1084.4,1088.6000000000001,1294.8000000000002,1645.1999999999998,1556,1705.6000000000001,2199.7999999999997,2330.4,2568.3999999999996,3017.6,3431.7999999999997,3596.4,3617.2,3914,4655.200000000001,4869.4,4364.8,4898.8,9135.6,8189.2,France,Europe
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0.4,0.6,0.8,0.8,1,0.6,0.6,0.4,0.4,0.2,0.2,1.8,2.2,2.8,2.8,2.8,1,Gabon,Africa
Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,Gambia,Africa
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.6,0.4,0.4,0.4,0.6,0.2,0.2,2,2.4,2.2,4,4,2.4,3,3.6,1.8,2,2.6,2,2,3.2,4,4.6,6,6.4,6,5.8,5.8,4.2,5.6,6.2,6.8,8.8,12.8,11.8,12.8,Georgia,Asia
Germany,0,0,0,0,0,0,0.2,0.8,0.8,0.8,1,1.4,1.2,1.6,1.6,1.4,0.8,0.6,0.2,0.4,0.4,0.8,0.6,0.6,0.4,0.4,0,0,0,0,0,0,0,0,0,0.2,2.2,6,6.4,12.6,22.6,26.4,30,42.8,80.6,108,128,168.8,182.8,195,247.6,255.8,527,681.8,867.6,1072.8,1435.8,1730.4,2147,2810.6,2988.2,3123.2,3345.8,3533.2,3495,4345,5199.6,5727.8,5821.8,5912.4,5574,5400.2,5419.8,5812.8,5841.4,5663,Germany,Europe
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,1.2,1.4,1.4,1.6,2,2.6,3.2,4,8.4,15.4,22.6,22.8,22.8,19.8,11.8,5.8,11.6,12.6,10.6,10.6,10.6,Ghana,Africa
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.8,0.8,1.4,1.2,0.8,1,5.4,7.6,7.8,13.2,12.8,11.6,10.8,10.6,23.4,31,48.4,46.4,57.6,45.6,38,32.8,39.8,47.4,55.4,65,65.2,72.4,68.4,73.2,82.6,78.2,84.4,89.8,96.6,91.4,92.2,84.2,Greece,Europe
Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,1.4,1.2,1.2,1.6,1.6,0.4,0.4,0.6,0.6,0.6,0.6,Grenada,North America
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,1.2,1.2,1.6,2.2,3,2.6,2.8,2.4,2.4,1.6,1.8,2.8,2.6,2.4,2.6,2.2,2.6,3.2,5,4.6,Guatemala,North America
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0.2,0.2,0.6,0.6,0.6,0.4,1.2,0.8,2.4,3.6,3.6,4.4,8.8,11.4,17.8,19.8,Guinea,Africa
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,1.2,1.2,1.4,1.4,2.6,2,2,Guinea-Bissau,Africa
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.8,0.8,1.2,1.2,1.2,0.6,0.6,2.4,2.6,-0.4,-0.4,-0.4,-2.8,-2.4,0.6,0.6,1.4,2.8,2.2,3,3,2.4,Guyana,South America
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,1.2,1.4,1.2,1.2,1.2,0.4,1.6,1.4,1.4,1.6,1.6,0.6,1,1.2,Haiti,North America
Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,1,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,Holy See,Europe
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.6,0.8,1.2,1.4,2,4.2,3.6,3.6,4.2,3.6,2.4,5.6,8.4,13,16,20.6,17.8,20.8,24.8,22.4,25,25.4,Honduras,North America
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,1.4,1.4,1.4,2.2,1.8,2.4,4.2,4.6,5.2,7.4,7.8,8.6,10.6,12.8,16.2,21.8,22.8,28.2,31.6,33.8,35.2,44.2,44.2,46.2,45,48.4,43,46.2,48.2,Hungary,Europe
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,1.2,2.2,5,6.6,8,8.8,7.8,6.4,7,8.4,10.6,16.8,19.6,20.4,19,23.4,23.2,34.8,47.6,58.6,69.6,67.6,63.6,65.6,65.8,64.4,75,74.4,69.8,66.6,66,71.2,68.8,66.2,70.2,Iceland,Europe
India,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.6,0.4,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,5,5.4,5.6,5.8,6.8,3,5.2,6.2,7.8,8.6,11.8,11.4,11.4,13.8,14.8,18.4,26.2,42.2,50.8,68.6,68.4,82.6,79.4,98.2,97.6,97.6,118.8,134,222.2,311.2,308.6,366.2,438.2,India,Asia
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.8,0.4,0.8,3.4,5,6,6,12.6,15.4,18,20,27.6,31.6,43,50.4,63.2,68.4,70.4,75,84.2,88.6,106.4,115.2,119.8,124.8,127,126.2,127,140.2,135.6,149,Indonesia,Asia
Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,3.6,5.6,8.6,11.8,18,24.2,43.4,69,106.4,176.6,272.4,418.2,506.8,584,753.8,864.4,846,847.8,905.8,850.6,850.4,959.6,1113.6,1179.2,1198.2,1218.8,1199.4,1135.6,1141.2,1123.8,1093.8,1137.6,1280.8,1474.6,1759.2,2138.8,2471.8,2699.6,2895.6,3039.8,3052.2,3012,2974.8,2849.6,2724.2,Iran,Asia
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,1.4,1.4,2.4,3.6,4.2,5,5.6,4.4,4.2,5.6,5.6,5,7.2,6.2,3.4,8.2,10,9,10.6,16.6,12.6,16.4,18.4,18,15.8,20.4,24.8,27.6,33.6,45,48,46.2,56.8,62.4,54,53.2,54.6,49.6,53.4,Iraq,Asia
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1.2,1,3.4,3.4,3.4,3,5.6,5,5,14.2,21.6,19,25.2,36,40.4,85.6,110.8,123.2,136.6,166.6,154.4,176.2,206.8,243,258,257.2,269.2,283.2,265.2,286.8,331.6,338.8,351.8,Ireland,Europe
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.2,1.8,1.6,1.8,2.2,2.6,5.4,6.6,9.8,9.2,11,8.4,11.4,13,18.8,27.6,27.8,30,35.6,54.4,63.2,98.8,126.6,153.4,162.2,368,396.2,430.4,509.6,601.8,465.2,533,611.4,647.6,636.2,631.2,614.4,Israel,Asia
Italy,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,3.4,11.8,30.4,45.2,63.8,86.6,118.6,146.6,179.8,274.4,316.6,369.4,440.2,546,588.4,769.4,974.6,1216.6,1258.2,1565.2,1315.8,2057,2397,2919.6,3103.6,3808.8,3610.6,3975.6,4454.8,5119.6,5526.4,5642.8,5628.2,5473,5402.2,5472,5709,5702.6,5470.6,5040.6,4815.2,4554,4427.6,4578.6,4631.2,Italy,Europe
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,1.6,1.6,2,1.8,2,1,1.4,1.2,1.2,1.4,1.2,1.2,2,2,1.4,2.2,2.2,2,2,3.6,3.4,3,3.4,4.4,Jamaica,North America
Japan,2,0,0,0,2,0.8,0.4,1,1,1.8,2.2,3.2,2.6,2.6,2.2,1.4,0.4,1,1,0.8,0.8,0.8,0.6,0.6,0.6,3.4,6.6,7.6,9.2,11,10.2,9.2,11.2,14.6,15,15.2,16.8,18.4,16.2,16.4,17.2,17,15.8,20.6,23.8,32.8,37.4,41.8,36,44.2,43.8,35.6,39.8,52.4,51.6,40,47.8,37.6,30.2,24.8,33.6,44.6,47.8,53.8,68.8,76,73.4,113,134.6,111.8,113.2,142,160.4,150.2,254.6,237.2,Japan,Asia
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,1.4,3.2,6.6,10.2,13.6,15.4,13.6,15.6,15,17,17.4,25.4,24.6,23.8,21,19.2,12.4,8.6,10.6,10.2,11,14.2,Jordan,Asia
